Valår,Kod,Kommun,Styre,M,C,L,KD,S,V,MP,SD,ÖP
1996,1407,Öckerö,B,M,C,L,KD,,,,,
1997,1407,Öckerö,B,M,C,L,KD,,,,,
1994,1415,Stenungsund,BL,,C,,,S,V,MP,,
1995,1415,Stenungsund,BL,,C,,,S,V,MP,,
1996,1415,Stenungsund,BL,,C,,,S,V,MP,,
1997,1415,Stenungsund,BL,,C,,,S,V,MP,,
1994,1419,Tjörn,BL,M,,,,S,,,,
1995,1419,Tjörn,BL,M,,,,S,,,,
1996,1419,Tjörn,BL,M,,,,S,,,,
1997,1419,Tjörn,BL,M,,,,S,,,,
1994,1421,Orust,BL,,C,L,,S,,,,
1995,1421,Orust,BL,,C,L,,S,,,,
1996,1421,Orust,BL,,C,L,,S,,,,
1997,1421,Orust,BL,,C,L,,S,,,,
1994,1427,Sotenäs,BL,,C,,KD,S,V,MP,,
1995,1427,Sotenäs,BL,,C,,KD,S,V,MP,,
1996,1427,Sotenäs,BL,,C,,KD,S,V,MP,,
1997,1427,Sotenäs,BL,,C,,KD,S,V,MP,,
1994,1430,Munkedal,BL,,,,,,,,,
1995,1430,Munkedal,BL,,,,,,,,,
1996,1430,Munkedal,BL,,,,,,,,,
1997,1430,Munkedal,BL,,,,,,,,,
1994,1435,Tanum,B,M,C,L,KD,,,,,
1995,1435,Tanum,B,M,C,L,KD,,,,,
1996,1435,Tanum,B,M,C,L,KD,,,,,
1997,1435,Tanum,B,M,C,L,KD,,,,,
1994,1438,Dals-Ed,B,M,C,L,KD,,,,,
1995,1438,Dals-Ed,B,M,C,L,KD,,,,,
1996,1438,Dals-Ed,B,M,C,L,KD,,,,,
1997,1438,Dals-Ed,B,M,C,L,KD,,,,,
1994,1439,Färgelanda,BL,M,,L,KD,S,,,,
1995,1439,Färgelanda,BL,M,,L,KD,S,,,,
1996,1439,Färgelanda,BL,M,,L,KD,S,,,,
1997,1439,Färgelanda,BL,M,,L,KD,S,,,,
1994,1440,Ale,V,,,,,S,,,,
1995,1440,Ale,V,,,,,S,,,,
1996,1440,Ale,V,,,,,S,,,,
1997,1440,Ale,V,,,,,S,,,,
1994,1441,Lerum,B,M,C,L,KD,,,MP,,
1995,1441,Lerum,B,M,C,L,KD,,,MP,,
1996,1441,Lerum,B,M,C,L,KD,,,MP,,
1997,1441,Lerum,B,M,C,L,KD,,,MP,,
1994,1442,Vårgårda,BL,,,,,,,,,
1995,1442,Vårgårda,BL,,,,,,,,,
1996,1442,Vårgårda,BL,,,,,,,,,
1997,1442,Vårgårda,BL,,,,,,,,,
1994,1443,Bollebygd,BL,,,L,KD,S,,MP,,
1995,1443,Bollebygd,BL,,,L,KD,S,,MP,,
1996,1443,Bollebygd,BL,,,L,KD,S,,MP,,
1997,1443,Bollebygd,BL,,,L,KD,S,,MP,,
1994,1444,Grästorp,B,M,C,,,,,,,
1995,1444,Grästorp,B,M,C,,,,,,,
1996,1444,Grästorp,B,M,C,,,,,,,
1997,1444,Grästorp,B,M,C,,,,,,,
1994,1445,Essunga,B,M,C,L,KD,,,,,
1995,1445,Essunga,B,M,C,L,KD,,,,,
1996,1445,Essunga,B,M,C,L,KD,,,,,
1997,1445,Essunga,B,M,C,L,KD,,,,,
1994,1446,Karlsborg,BL,,C,,KD,,,,,
1995,1446,Karlsborg,BL,,C,,KD,,,,,
1996,1446,Karlsborg,BL,,C,,KD,,,,,
1997,1446,Karlsborg,BL,,C,,KD,,,,,
1994,1447,Gullspång,V,,,,,S,V,,,
1995,1447,Gullspång,V,,,,,S,V,,,
1996,1447,Gullspång,V,,,,,S,V,,,
1997,1447,Gullspång,V,,,,,S,V,,,
1994,1452,Tranemo,B,M,C,L,KD,,,,,
1995,1452,Tranemo,B,M,C,L,KD,,,,,
1996,1452,Tranemo,B,M,C,L,KD,,,,,
1997,1452,Tranemo,B,M,C,L,KD,,,,,
1994,1460,Bengtsfors,V,,,,,S,,,,ÖP
1995,1460,Bengtsfors,V,,,,,S,,,,ÖP
1996,1460,Bengtsfors,V,,,,,S,,,,ÖP
1997,1460,Bengtsfors,V,,,,,S,,,,ÖP
1994,1461,Mellerud,BL,,,,,,,,,
1995,1461,Mellerud,BL,,,,,,,,,
1996,1461,Mellerud,BL,,,,,,,,,
1997,1461,Mellerud,BL,,,,,,,,,
1994,1462,Lilla Edet,V,,,,,S,V,,,
1995,1462,Lilla Edet,V,,,,,S,V,,,
1996,1462,Lilla Edet,V,,,,,S,V,,,
1997,1462,Lilla Edet,V,,,,,S,V,,,
1994,1463,Mark,V,,,,,S,V,,,
1995,1463,Mark,V,,,,,S,V,,,
1996,1463,Mark,V,,,,,S,V,,,
1997,1463,Mark,V,,,,,S,V,,,
1994,1465,Svenljunga,V,,,,,S,,,,
1995,1465,Svenljunga,V,,,,,S,,,,
1996,1465,Svenljunga,V,,,,,S,,,,
1997,1465,Svenljunga,V,,,,,S,,,,
1994,1466,Herrljunga,BL,,,,,,,,,
1995,1466,Herrljunga,BL,,,,,,,,,
1996,1466,Herrljunga,BL,,,,,,,,,
1997,1466,Herrljunga,BL,,,,,,,,,
1994,1470,Vara,B,M,C,L,KD,,,,,
1995,1470,Vara,B,M,C,L,KD,,,,,
1996,1470,Vara,B,M,C,L,KD,,,,,
1997,1470,Vara,B,M,C,L,KD,,,,,
1994,1471,Götene,B,M,C,L,KD,,,,,
1995,1471,Götene,B,M,C,L,KD,,,,,
1996,1471,Götene,B,M,C,L,KD,,,,,
1997,1471,Götene,B,M,C,L,KD,,,,,
1994,1472,Tibro,B,M,C,L,KD,,,,,
1995,1472,Tibro,B,M,C,L,KD,,,,,
1996,1472,Tibro,B,M,C,L,KD,,,,,
1997,1472,Tibro,B,M,C,L,KD,,,,,
1994,1473,Töreboda,BL,M,,L,KD,S,,,,
1995,1473,Töreboda,BL,M,,L,KD,S,,,,
1996,1473,Töreboda,BL,M,,L,KD,S,,,,
1997,1473,Töreboda,BL,M,,L,KD,S,,,,
1994,1480,Göteborg,V,,,,,S,V,MP,,
1995,1480,Göteborg,V,,,,,S,V,MP,,
1996,1480,Göteborg,V,,,,,S,V,MP,,
1997,1480,Göteborg,V,,,,,S,V,MP,,
1994,1481,Mölndal,V,,,,,S,V,MP,,
1995,1481,Mölndal,V,,,,,S,V,MP,,
1996,1481,Mölndal,V,,,,,S,V,MP,,
1997,1481,Mölndal,V,,,,,S,V,MP,,
1994,1482,Kungälv,V,,,,,S,V,MP,,
1995,1482,Kungälv,V,,,,,S,V,MP,,
1996,1482,Kungälv,V,,,,,S,V,MP,,
1997,1482,Kungälv,V,,,,,S,V,MP,,
1994,1484,Lysekil,V,,,,,S,,,,
1995,1484,Lysekil,V,,,,,S,,,,
1996,1484,Lysekil,V,,,,,S,,,,
1997,1484,Lysekil,V,,,,,S,,,,
1994,1485,Uddevalla,V,,,,,S,,,,
1995,1485,Uddevalla,V,,,,,S,,,,
1996,1485,Uddevalla,V,,,,,S,,,,
1997,1485,Uddevalla,V,,,,,S,,,,
1994,1486,Strömstad,B,M,C,L,,,,,,
1995,1486,Strömstad,B,M,C,L,,,,,,
1996,1486,Strömstad,B,M,C,L,,,,,,
1997,1486,Strömstad,B,M,C,L,,,,,,
1994,1487,Vänersborg,V,,,,,S,V,MP,,
1995,1487,Vänersborg,V,,,,,S,V,MP,,
1996,1487,Vänersborg,V,,,,,S,V,MP,,
1997,1487,Vänersborg,V,,,,,S,V,MP,,
1994,1488,Trollhättan,V,,,,,S,,,,
1995,1488,Trollhättan,V,,,,,S,,,,
1996,1488,Trollhättan,V,,,,,S,,,,
1997,1488,Trollhättan,V,,,,,S,,,,
1994,1489,Alingsås,V,,,,,S,V,MP,,
1995,1489,Alingsås,V,,,,,S,V,MP,,
1996,1489,Alingsås,V,,,,,S,V,MP,,
1997,1489,Alingsås,V,,,,,S,V,MP,,
1994,1490,Borås,V,,,,,S,,,,
1995,1490,Borås,V,,,,,S,,,,
1996,1490,Borås,V,,,,,S,,,,
1997,1490,Borås,V,,,,,S,,,,
1994,1491,Ulricehamn,BL,,,L,KD,S,,MP,,
1995,1491,Ulricehamn,BL,,,L,KD,S,,MP,,
1996,1491,Ulricehamn,BL,,,L,KD,S,,MP,,
1997,1491,Ulricehamn,BL,,,L,KD,S,,MP,,
1994,1492,Åmål,V,,,,,S,,,,
1995,1492,Åmål,V,,,,,S,,,,
1996,1492,Åmål,V,,,,,S,,,,
1997,1492,Åmål,V,,,,,S,,,,
1994,1493,Mariestad,V,,,,,S,V,,,
1995,1493,Mariestad,V,,,,,S,V,,,
1996,1493,Mariestad,V,,,,,S,V,,,
1997,1493,Mariestad,V,,,,,S,V,,,
1994,1494,Lidköping,V,,,,,S,V,,,
1995,1494,Lidköping,V,,,,,S,V,,,
1996,1494,Lidköping,V,,,,,S,V,,,
1997,1494,Lidköping,V,,,,,S,V,,,
1994,1495,Skara,V,,,,,S,,MP,,
1995,1495,Skara,V,,,,,S,,MP,,
1996,1495,Skara,V,,,,,S,,MP,,
1997,1495,Skara,V,,,,,S,,MP,,
1994,1496,Skövde,B,M,C,L,KD,,,,,
1995,1496,Skövde,B,M,C,L,KD,,,,,
1996,1496,Skövde,B,M,C,L,KD,,,,,
1997,1496,Skövde,B,M,C,L,KD,,,,,
1994,1497,Hjo,BL,M,C,L,KD,S,,MP,,
1995,1497,Hjo,BL,M,C,L,KD,S,,MP,,
1996,1497,Hjo,BL,M,C,L,KD,S,,MP,,
1997,1497,Hjo,BL,M,C,L,KD,S,,MP,,
1994,1498,Tidaholm,V,,,,,S,V,,,
1995,1498,Tidaholm,V,,,,,S,V,,,
1996,1498,Tidaholm,V,,,,,S,V,,,
1997,1498,Tidaholm,V,,,,,S,V,,,
1994,1499,Falköping,B,M,C,L,KD,,,,,
1995,1499,Falköping,B,M,C,L,KD,,,,,
1996,1499,Falköping,B,M,C,L,KD,,,,,
1997,1499,Falköping,B,M,C,L,KD,,,,,
1994,1715,Kil,BL,,,,,,,,,
1995,1715,Kil,BL,,,,,,,,,
1996,1715,Kil,BL,,,,,,,,,
1997,1715,Kil,BL,,,,,,,,,
1994,1730,Eda,V,,,,,S,V,,,
1995,1730,Eda,V,,,,,S,V,,,
1996,1730,Eda,V,,,,,S,V,,,
1997,1730,Eda,V,,,,,S,V,,,
1994,1737,Torsby,V,,,,,S,V,,,
1995,1737,Torsby,V,,,,,S,V,,,
1996,1737,Torsby,V,,,,,S,V,,,
1997,1737,Torsby,V,,,,,S,V,,,
1994,1760,Storfors,V,,,,,S,V,,,
1995,1760,Storfors,V,,,,,S,V,,,
1996,1760,Storfors,V,,,,,S,V,,,
1997,1760,Storfors,V,,,,,S,V,,,
1994,1761,Hammarö,V,,,,,S,,,,
1995,1761,Hammarö,V,,,,,S,,,,
1996,1761,Hammarö,V,,,,,S,,,,
1997,1761,Hammarö,V,,,,,S,,,,
1994,1762,Munkfors,V,,,,,S,,,,
1995,1762,Munkfors,V,,,,,S,,,,
1996,1762,Munkfors,V,,,,,S,,,,
1997,1762,Munkfors,V,,,,,S,,,,
1994,1763,Forshaga,V,,,,,S,,,,
1995,1763,Forshaga,V,,,,,S,,,,
1996,1763,Forshaga,V,,,,,S,,,,
1997,1763,Forshaga,V,,,,,S,,,,
1994,1764,Grums,V,,,,,S,,,,
1995,1764,Grums,V,,,,,S,,,,
1996,1764,Grums,V,,,,,S,,,,
1997,1764,Grums,V,,,,,S,,,,
1994,1765,Årjäng,B,M,C,L,KD,,,,,
1995,1765,Årjäng,B,M,C,L,KD,,,,,
1996,1765,Årjäng,B,M,C,L,KD,,,,,
1997,1765,Årjäng,B,M,C,L,KD,,,,,
1994,1766,Sunne,B,M,C,L,KD,,,,,
1995,1766,Sunne,B,M,C,L,KD,,,,,
1996,1766,Sunne,B,M,C,L,KD,,,,,
1997,1766,Sunne,B,M,C,L,KD,,,,,
1994,1780,Karlstad,BL,,C,L,,S,,,,
1995,1780,Karlstad,BL,,C,L,,S,,,,
1996,1780,Karlstad,BL,,C,L,,S,,,,
1997,1780,Karlstad,BL,,C,L,,S,,,,
1994,1781,Kristinehamn,V,,,,,S,,,,
1995,1781,Kristinehamn,V,,,,,S,,,,
1996,1781,Kristinehamn,V,,,,,S,,,,
1997,1781,Kristinehamn,V,,,,,S,,,,
1994,1782,Filipstad,V,,,,,S,,,,
1995,1782,Filipstad,V,,,,,S,,,,
1996,1782,Filipstad,V,,,,,S,,,,
1997,1782,Filipstad,V,,,,,S,,,,
1994,1783,Hagfors,V,,,,,S,,,,
1995,1783,Hagfors,V,,,,,S,,,,
1996,1783,Hagfors,V,,,,,S,,,,
1997,1783,Hagfors,V,,,,,S,,,,
1994,1784,Arvika,V,,,,,S,,,,
1995,1784,Arvika,V,,,,,S,,,,
1996,1784,Arvika,V,,,,,S,,,,
1997,1784,Arvika,V,,,,,S,,,,
1994,1785,Säffle,BL,,,,,,,,,
1995,1785,Säffle,BL,,,,,,,,,
1996,1785,Säffle,BL,,,,,,,,,
1997,1785,Säffle,BL,,,,,,,,,
1994,1814,Lekeberg,BL,,C,,,S,,,,
1995,1814,Lekeberg,BL,,C,,,S,,,,
1996,1814,Lekeberg,BL,,C,,,S,,,,
1997,1814,Lekeberg,BL,,C,,,S,,,,
1994,1860,Laxå,BL,,C,,,S,,,,
1995,1860,Laxå,BL,,C,,,S,,,,
1996,1860,Laxå,BL,,C,,,S,,,,
1997,1860,Laxå,BL,,C,,,S,,,,
1994,1861,Hallsberg,V,,,,,S,,,,
1995,1861,Hallsberg,V,,,,,S,,,,
1996,1861,Hallsberg,V,,,,,S,,,,
1997,1861,Hallsberg,V,,,,,S,,,,
1994,1862,Degerfors,V,,,,,S,,,,
1995,1862,Degerfors,V,,,,,S,,,,
1996,1862,Degerfors,V,,,,,S,,,,
1997,1862,Degerfors,V,,,,,S,,,,
1994,1863,Hällefors,V,,,,,S,V,,,
1995,1863,Hällefors,V,,,,,S,V,,,
1996,1863,Hällefors,V,,,,,S,V,,,
1997,1863,Hällefors,V,,,,,S,V,,,
1994,1864,Ljusnarsberg,V,,,,,S,,,,
1995,1864,Ljusnarsberg,V,,,,,S,,,,
1996,1864,Ljusnarsberg,V,,,,,S,,,,
1997,1864,Ljusnarsberg,V,,,,,S,,,,
1994,1880,Örebro,V,,,,,S,V,,,
1995,1880,Örebro,V,,,,,S,V,,,
1996,1880,Örebro,V,,,,,S,V,,,
1997,1880,Örebro,V,,,,,S,V,,,
1994,1881,Kumla,V,,,,,S,,,,
1995,1881,Kumla,V,,,,,S,,,,
1996,1881,Kumla,V,,,,,S,,,,
1997,1881,Kumla,V,,,,,S,,,,
1994,1882,Askersund,V,,,,,S,,,,
1995,1882,Askersund,V,,,,,S,,,,
1996,1882,Askersund,V,,,,,S,,,,
1997,1882,Askersund,V,,,,,S,,,,
1994,1883,Karlskoga,V,,,,,S,,,,
1995,1883,Karlskoga,V,,,,,S,,,,
1996,1883,Karlskoga,V,,,,,S,,,,
1997,1883,Karlskoga,V,,,,,S,,,,
1994,1884,Nora,V,,,,,S,,,,
1995,1884,Nora,V,,,,,S,,,,
1996,1884,Nora,V,,,,,S,,,,
1997,1884,Nora,V,,,,,S,,,,
1994,1885,Lindesberg,V,,,,,S,V,,,
1995,1885,Lindesberg,V,,,,,S,V,,,
1996,1885,Lindesberg,V,,,,,S,V,,,
1997,1885,Lindesberg,V,,,,,S,V,,,
1994,1904,Skinnskatteberg,V,,,,,S,,,,
1995,1904,Skinnskatteberg,V,,,,,S,,,,
1996,1904,Skinnskatteberg,V,,,,,S,,,,
1997,1904,Skinnskatteberg,V,,,,,S,,,,
1994,1907,Surahammar,V,,,,,S,,,,
1995,1907,Surahammar,V,,,,,S,,,,
1996,1907,Surahammar,V,,,,,S,,,,
1997,1907,Surahammar,V,,,,,S,,,,
1994,1960,Kungsör,V,,,,,S,V,,,
1995,1960,Kungsör,V,,,,,S,V,,,
1996,1960,Kungsör,V,,,,,S,V,,,
1997,1960,Kungsör,V,,,,,S,V,,,
1994,1961,Hallstahammar,V,,,,,S,,,,
1995,1961,Hallstahammar,V,,,,,S,,,,
1996,1961,Hallstahammar,V,,,,,S,,,,
1997,1961,Hallstahammar,V,,,,,S,,,,
1994,1962,Norberg,V,,,,,,V,,,
1995,1962,Norberg,V,,,,,,V,,,
1996,1962,Norberg,V,,,,,,V,,,
1997,1962,Norberg,V,,,,,,V,,,
1994,1980,Västerås,V,,,,,S,,,,
1995,1980,Västerås,V,,,,,S,,,,
1996,1980,Västerås,V,,,,,S,,,,
1997,1980,Västerås,V,,,,,S,,,,
1994,1981,Sala,B,M,C,L,KD,,,,,ÖP
1995,1981,Sala,B,M,C,L,KD,,,,,ÖP
1996,1981,Sala,B,M,C,L,KD,,,,,ÖP
1997,1981,Sala,B,M,C,L,KD,,,,,ÖP
1994,1982,Fagersta,V,,,,,S,,,,
1995,1982,Fagersta,V,,,,,S,,,,
1996,1982,Fagersta,V,,,,,S,,,,
1997,1982,Fagersta,V,,,,,S,,,,
1994,1983,Köping,V,,,,,S,,,,
1995,1983,Köping,V,,,,,S,,,,
1996,1983,Köping,V,,,,,S,,,,
1997,1983,Köping,V,,,,,S,,,,
1994,1984,Arboga,BL,,C,,,S,,,,
1995,1984,Arboga,BL,,C,,,S,,,,
1996,1984,Arboga,BL,,C,,,S,,,,
1997,1984,Arboga,BL,,C,,,S,,,,
1994,2021,Vansbro,V,,,,,S,V,,,
1995,2021,Vansbro,V,,,,,S,V,,,
1996,2021,Vansbro,V,,,,,S,V,,,
1997,2021,Vansbro,V,,,,,S,V,,,
1994,2023,Malung- Sälen,V,,,,,S,V,,,
1995,2023,Malung- Sälen,V,,,,,S,V,,,
1996,2023,Malung- Sälen,V,,,,,S,V,,,
1997,2023,Malung- Sälen,V,,,,,S,V,,,
1994,2026,Gagnef,V,,,,,S,V,MP,,
1995,2026,Gagnef,V,,,,,S,V,MP,,
1996,2026,Gagnef,V,,,,,S,V,MP,,
1997,2026,Gagnef,V,,,,,S,V,MP,,
1994,2029,Leksand,B,M,C,L,KD,,,,,ÖP
1995,2029,Leksand,B,M,C,L,KD,,,,,ÖP
1996,2029,Leksand,B,M,C,L,KD,,,,,ÖP
1997,2029,Leksand,B,M,C,L,KD,,,,,ÖP
1994,2031,Rättvik,V,,,,,S,V,,,
1995,2031,Rättvik,V,,,,,S,V,,,
1996,2031,Rättvik,V,,,,,S,V,,,
1997,2031,Rättvik,V,,,,,S,V,,,
1994,2034,Orsa,V,,,,,S,V,MP,,
1995,2034,Orsa,V,,,,,S,V,MP,,
1996,2034,Orsa,V,,,,,S,V,MP,,
1997,2034,Orsa,V,,,,,S,V,MP,,
1994,2039,Älvdalen,BL,,,,,,,,,
1995,2039,Älvdalen,BL,,,,,,,,,
1996,2039,Älvdalen,BL,,,,,,,,,
1997,2039,Älvdalen,BL,,,,,,,,,
1994,2061,Smedjebacken,V,,,,,S,,,,
1995,2061,Smedjebacken,V,,,,,S,,,,
1996,2061,Smedjebacken,V,,,,,S,,,,
1997,2061,Smedjebacken,V,,,,,S,,,,
1994,2062,Mora,BL,,C,,,S,,,,
1995,2062,Mora,BL,,C,,,S,,,,
1996,2062,Mora,BL,,C,,,S,,,,
1997,2062,Mora,BL,,C,,,S,,,,
1994,2080,Falun,V,,,,,S,V,MP,,
1995,2080,Falun,V,,,,,S,V,MP,,
1996,2080,Falun,V,,,,,S,V,MP,,
1997,2080,Falun,V,,,,,S,V,MP,,
1994,2081,Borlänge,V,,,,,S,,,,
1995,2081,Borlänge,V,,,,,S,,,,
1996,2081,Borlänge,V,,,,,S,,,,
1997,2081,Borlänge,V,,,,,S,,,,
1994,2082,Säter,V,,,,,S,V,MP,,
1995,2082,Säter,V,,,,,S,V,MP,,
1996,2082,Säter,V,,,,,S,V,MP,,
1997,2082,Säter,V,,,,,S,V,MP,,
1994,2083,Hedemora,V,,,,,S,V,,,
1995,2083,Hedemora,V,,,,,S,V,,,
1996,2083,Hedemora,V,,,,,S,V,,,
1997,2083,Hedemora,V,,,,,S,V,,,
1994,2084,Avesta,V,,,,,S,V,MP,,
1995,2084,Avesta,V,,,,,S,V,MP,,
1996,2084,Avesta,V,,,,,S,V,MP,,
1997,2084,Avesta,V,,,,,S,V,MP,,
1994,2085,Ludvika,V,,,,,S,,,,
1995,2085,Ludvika,V,,,,,S,,,,
1996,2085,Ludvika,V,,,,,S,,,,
1997,2085,Ludvika,V,,,,,S,,,,
1994,2101,Ockelbo,V,,,,,S,,,,
1995,2101,Ockelbo,V,,,,,S,,,,
1996,2101,Ockelbo,V,,,,,S,,,,
1997,2101,Ockelbo,V,,,,,S,,,,
1994,2104,Hofors,V,,,,,S,,,,
1995,2104,Hofors,V,,,,,S,,,,
1996,2104,Hofors,V,,,,,S,,,,
1997,2104,Hofors,V,,,,,S,,,,
1994,2121,Ovanåker,B,M,C,L,KD,,,MP,,
1995,2121,Ovanåker,B,M,C,L,KD,,,MP,,
1996,2121,Ovanåker,B,M,C,L,KD,,,MP,,
1997,2121,Ovanåker,B,M,C,L,KD,,,MP,,
1994,2132,Nordanstig,V,,,,,S,V,MP,,
1995,2132,Nordanstig,V,,,,,S,V,MP,,
1996,2132,Nordanstig,V,,,,,S,V,MP,,
1997,2132,Nordanstig,V,,,,,S,V,MP,,
1994,2161,Ljusdal,V,,,,,S,,,,
1995,2161,Ljusdal,V,,,,,S,,,,
1996,2161,Ljusdal,V,,,,,S,,,,
1997,2161,Ljusdal,V,,,,,S,,,,
1994,2180,Gävle,V,,,,,S,,,,
1995,2180,Gävle,V,,,,,S,,,,
1996,2180,Gävle,V,,,,,S,,,,
1997,2180,Gävle,V,,,,,S,,,,
1994,2181,Sandviken,V,,,,,S,,,,
1995,2181,Sandviken,V,,,,,S,,,,
1996,2181,Sandviken,V,,,,,S,,,,
1997,2181,Sandviken,V,,,,,S,,,,
1994,2182,Söderhamn,V,,,,,S,,,,
1995,2182,Söderhamn,V,,,,,S,,,,
1996,2182,Söderhamn,V,,,,,S,,,,
1997,2182,Söderhamn,V,,,,,S,,,,
1994,2183,Bollnäs,V,,,,,S,V,MP,,
1995,2183,Bollnäs,V,,,,,S,V,MP,,
1996,2183,Bollnäs,V,,,,,S,V,MP,,
1997,2183,Bollnäs,V,,,,,S,V,MP,,
1994,2184,Hudiksvall,V,,,,,S,,,,
1995,2184,Hudiksvall,V,,,,,S,,,,
1996,2184,Hudiksvall,V,,,,,S,,,,
1997,2184,Hudiksvall,V,,,,,S,,,,
1994,2260,Ånge,V,,,,,S,V,,,
1995,2260,Ånge,V,,,,,S,V,,,
1996,2260,Ånge,V,,,,,S,V,,,
1997,2260,Ånge,V,,,,,S,V,,,
1994,2262,Timrå,V,,,,,S,,,,
1995,2262,Timrå,V,,,,,S,,,,
1996,2262,Timrå,V,,,,,S,,,,
1997,2262,Timrå,V,,,,,S,,,,
1994,2280,Härnösand,B,M,C,L,KD,,,,,ÖP
1995,2280,Härnösand,B,M,C,L,KD,,,,,ÖP
1996,2280,Härnösand,B,M,C,L,KD,,,,,ÖP
1997,2280,Härnösand,B,M,C,L,KD,,,,,ÖP
1994,2281,Sundsvall,V,,,,,S,,,,
1995,2281,Sundsvall,V,,,,,S,,,,
1996,2281,Sundsvall,V,,,,,S,,,,
1997,2281,Sundsvall,V,,,,,S,,,,
1994,2282,Kramfors,V,,,,,S,,,,
1995,2282,Kramfors,V,,,,,S,,,,
1996,2282,Kramfors,V,,,,,S,,,,
1997,2282,Kramfors,V,,,,,S,,,,
1994,2283,Sollefteå,V,,,,,S,,,,
1995,2283,Sollefteå,V,,,,,S,,,,
1996,2283,Sollefteå,V,,,,,S,,,,
1997,2283,Sollefteå,V,,,,,S,,,,
1994,2284,Örnsköldsvik,V,,,,,S,,,,
1995,2284,Örnsköldsvik,V,,,,,S,,,,
1996,2284,Örnsköldsvik,V,,,,,S,,,,
1997,2284,Örnsköldsvik,V,,,,,S,,,,
1994,2303,Ragunda,V,,,,,S,,,,
1995,2303,Ragunda,V,,,,,S,,,,
1996,2303,Ragunda,V,,,,,S,,,,
1997,2303,Ragunda,V,,,,,S,,,,
1994,2305,Bräcke,V,,,,,S,,,,
1995,2305,Bräcke,V,,,,,S,,,,
1996,2305,Bräcke,V,,,,,S,,,,
1997,2305,Bräcke,V,,,,,S,,,,
1994,2309,Krokom,V,,,,,S,,,,
1995,2309,Krokom,V,,,,,S,,,,
1996,2309,Krokom,V,,,,,S,,,,
1997,2309,Krokom,V,,,,,S,,,,
1994,2313,Strömsund,V,,,,,S,,,,
1995,2313,Strömsund,V,,,,,S,,,,
1996,2313,Strömsund,V,,,,,S,,,,
1997,2313,Strömsund,V,,,,,S,,,,
1994,2321,Åre,V,,,,,S,V,MP,,
1995,2321,Åre,V,,,,,S,V,MP,,
1996,2321,Åre,V,,,,,S,V,MP,,
1997,2321,Åre,V,,,,,S,V,MP,,
1994,2326,Berg,B,M,C,L,,,,,,
1995,2326,Berg,B,M,C,L,,,,,,
1996,2326,Berg,B,M,C,L,,,,,,
1997,2326,Berg,B,M,C,L,,,,,,
1994,2361,Härjedalen,V,,,,,S,,,,
1995,2361,Härjedalen,V,,,,,S,,,,
1996,2361,Härjedalen,V,,,,,S,,,,
1997,2361,Härjedalen,V,,,,,S,,,,
1994,2380,Östersund,V,,,,,S,,,,
1995,2380,Östersund,V,,,,,S,,,,
1996,2380,Östersund,V,,,,,S,,,,
1997,2380,Östersund,V,,,,,S,,,,
1994,2401,Nordmaling,V,,,,,S,V,,,
1995,2401,Nordmaling,V,,,,,S,V,,,
1996,2401,Nordmaling,V,,,,,S,V,,,
1997,2401,Nordmaling,V,,,,,S,V,,,
1994,2403,Bjurholm,B,M,C,L,KD,,,,,
1995,2403,Bjurholm,B,M,C,L,KD,,,,,
1996,2403,Bjurholm,B,M,C,L,KD,,,,,
1997,2403,Bjurholm,B,M,C,L,KD,,,,,
1994,2404,Vindeln,B,M,C,L,KD,,,,,
1995,2404,Vindeln,B,M,C,L,KD,,,,,
1996,2404,Vindeln,B,M,C,L,KD,,,,,
1997,2404,Vindeln,B,M,C,L,KD,,,,,
1994,2409,Robertsfors,B,M,C,L,KD,,,,,
1995,2409,Robertsfors,B,M,C,L,KD,,,,,
1996,2409,Robertsfors,B,M,C,L,KD,,,,,
1997,2409,Robertsfors,B,M,C,L,KD,,,,,
1994,2417,Norsjö,V,,,,,S,,,,
1995,2417,Norsjö,V,,,,,S,,,,
1996,2417,Norsjö,V,,,,,S,,,,
1997,2417,Norsjö,V,,,,,S,,,,
1994,2418,Malå,BL,,,,,,,,,
1995,2418,Malå,BL,,,,,,,,,
1996,2418,Malå,BL,,,,,,,,,
1997,2418,Malå,BL,,,,,,,,,
1994,2421,Storuman,BL,,,,,,,,,
1995,2421,Storuman,BL,,,,,,,,,
1996,2421,Storuman,BL,,,,,,,,,
1997,2421,Storuman,BL,,,,,,,,,
1994,2422,Sorsele,B,M,C,L,KD,,,MP,,
1995,2422,Sorsele,B,M,C,L,KD,,,MP,,
1996,2422,Sorsele,B,M,C,L,KD,,,MP,,
1997,2422,Sorsele,B,M,C,L,KD,,,MP,,
1994,2425,Dorotea,V,,,,,S,V,,,
1995,2425,Dorotea,V,,,,,S,V,,,
1996,2425,Dorotea,V,,,,,S,V,,,
1997,2425,Dorotea,V,,,,,S,V,,,
1994,2460,Vännäs,V,,,,,S,V,,,
1995,2460,Vännäs,V,,,,,S,V,,,
1996,2460,Vännäs,V,,,,,S,V,,,
1997,2460,Vännäs,V,,,,,S,V,,,
1994,2462,Vilhelmina,V,,,,,S,,,,
1995,2462,Vilhelmina,V,,,,,S,,,,
1996,2462,Vilhelmina,V,,,,,S,,,,
1997,2462,Vilhelmina,V,,,,,S,,,,
1994,2463,Åsele,V,,,,,S,,,,
1995,2463,Åsele,V,,,,,S,,,,
